,TimeStamp,USM,SUJvalues,JointValues,EndoscopePosition
11,1637934735520.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.093473 0.0 0.0 0.0 0.00133371 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
12,1637934735540.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.0934627 0.0 0.0 0.0 0.00131607 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
13,1637934735580.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.093473 0.0 0.0 0.0 0.00131607 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
14,1637934735600.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.0934763 0.0 0.0 0.0 0.00127983 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
15,1637934735640.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.0934696 0.0 0.0 0.0 0.00131607 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
16,1637934735680.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.093473 0.0 0.0 0.0 0.00127983 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
17,1637934735700.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.0934591 0.0 0.0 0.0 0.00124359 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
18,1637934735740.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279751 0.447626 0.11519 0.0934796 0.0 0.0 0.0 0.00131607 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
19,1637934735770.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279751 0.447626 0.11519 0.0934763 0.0 0.0 0.0 0.00131607 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
20,1637934735800.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279751 0.447626 0.11519 0.0934627 0.0 0.0 0.0 0.00137043 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
21,1637934735840.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.0934832 0.0 0.0 0.0 0.00120687 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
22,1637934735880.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.093466 0.0 0.0 0.0 0.00124359 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
23,1637934735910.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.0934865 0.0 0.0 0.0 0.00127983 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
24,1637934735930.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279753 0.447626 0.11519 0.093466 0.0 0.0 0.0 0.00124359 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
25,1637934735970.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279751 0.447626 0.11519 0.093466 0.0 0.0 0.0 0.00118923 0.0316119,-0.00995716 0.0710598 -0.933139 -0.966592 0.0699882 -0.246579 -0.148727 0.630354 0.761929 0.208758 0.773148 -0.598886
26,1637934736010.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279754 0.447628 0.115195 0.0934558 0.0 0.0 0.0 0.00131607 0.0316119,-0.00995746 0.0711454 -0.933142 -0.966625 0.070097 -0.246418 -0.14856 0.630259 0.762041 0.208723 0.773216 -0.59881
27,1637934736030.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.279971 0.447664 0.115355 0.0934901 0.0 0.0 0.0 0.00127983 0.0316119,-0.00995901 0.0718364 -0.933169 -0.966883 0.0710009 -0.245141 -0.147212 0.629477 0.762947 0.208481 0.77377 -0.598179
28,1637934736070.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.28267 0.449222 0.116525 0.0944819 0.0 0.0 0.0 0.00173235 0.0316119,-0.00995649 0.0749067 -0.933195 -0.96771 0.0760452 -0.240321 -0.14142 0.625424 0.767364 0.208657 0.776573 -0.594475
29,1637934736110.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.288408 0.45422 0.118918 0.0989769 0.0 0.0 0.0 0.00229359 0.0316119,-0.00982622 0.078824 -0.933043 -0.967937 0.0867197 -0.235748 -0.132984 0.619296 0.773816 0.213102 0.780356 -0.587908
30,1637934736140.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.296829 0.462331 0.122216 0.108541 0.0 0.0 0.0 0.00263786 0.0316119,-0.00963937 0.0831604 -0.932692 -0.967619 0.0996846 -0.231896 -0.124267 0.611535 0.781399 0.219706 0.784914 -0.579345
31,1637934736160.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.30154 0.467149 0.124098 0.114394 0.0 0.0 0.0 0.00327158 0.0316119,-0.0095432 0.0853328 -0.932469 -0.967351 0.105981 -0.230215 -0.120311 0.60746 0.785187 0.223061 0.787251 -0.574877
32,1637934736200.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.310622 0.477431 0.127988 0.126339 0.0 0.0 0.0 0.0114031 0.0316119,-0.00941101 0.0893193 -0.931988 -0.966952 0.115673 -0.227206 -0.114368 0.599674 0.792032 0.227866 0.791843 -0.566627
33,1637934736240.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.317633 0.487267 0.131611 0.135157 0.0 0.0 0.0 0.0209284 0.0316119,-0.0094615 0.0923421 -0.931533 -0.967238 0.118479 -0.22453 -0.1124 0.593165 0.797197 0.227634 0.796317 -0.560415
34,1637934736280.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.322431 0.495866 0.13464 0.13788 0.0 0.0 0.0 0.0233192 0.0316119,-0.00948924 0.0944901 -0.931112 -0.96766 0.119517 -0.222146 -0.111341 0.587855 0.801268 0.226354 0.80009 -0.555537
35,1637934736300.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.324291 0.499715 0.135925 0.138041 0.0 0.0 0.0 0.024333 0.0316119,-0.00949976 0.0923402 -0.931479 -0.967107 0.118569 -0.225042 -0.112872 0.592808 0.797396 0.227953 0.79657 -0.559925
36,1637934736340.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.326858 0.504847 0.13752 0.13813 0.0 0.0 0.0 0.0282807 0.0316119,-0.00947936 0.0940104 -0.931183 -0.967523 0.119522 -0.222741 -0.11155 0.588844 0.800513 0.226838 0.799362 -0.556388
37,1637934736380.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328075 0.506586 0.138257 0.138198 0.0 0.0 0.0 0.0340033 0.0316119,-0.00946774 0.0947544 -0.931047 -0.967706 0.119936 -0.221721 -0.110965 0.587085 0.801885 0.226344 0.800593 -0.554817
38,1637934736400.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328384 0.507069 0.138425 0.138243 0.0 0.0 0.0 0.0363216 0.0316119,-0.00946442 0.0949503 -0.931011 -0.967754 0.120044 -0.221452 -0.110812 0.586621 0.802246 0.226213 0.800916 -0.554403
39,1637934736440.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328494 0.507623 0.138609 0.138253 0.0 0.0 0.0 0.0365028 0.0316119,-0.00946071 0.0951657 -0.930971 -0.967807 0.120163 -0.221156 -0.110642 0.586112 0.802642 0.22607 0.801273 -0.553948
40,1637934736480.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32846 0.507737 0.138684 0.138253 0.0 0.0 0.0 0.0365386 0.0316119,-0.00945904 0.0952599 -0.930953 -0.96783 0.120215 -0.221027 -0.110568 0.585888 0.802815 0.226007 0.801428 -0.553748
41,1637934736500.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328466 0.507739 0.138705 0.138253 0.0 0.0 0.0 0.036593 0.0316119,-0.00945859 0.0952847 -0.930949 -0.967836 0.120229 -0.220993 -0.110549 0.585829 0.80286 0.225991 0.801469 -0.553696
42,1637934736540.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507734 0.138719 0.13826 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945809 0.0953119 -0.930943 -0.967843 0.120244 -0.220955 -0.110527 0.585765 0.80291 0.225972 0.801514 -0.553638
43,1637934736570.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328521 0.507734 0.138729 0.138274 0.0 0.0 0.0 0.0366654 0.0316119,-0.00945788 0.0953239 -0.930941 -0.967845 0.12025 -0.220939 -0.110518 0.585736 0.802932 0.225964 0.801533 -0.553613
44,1637934736610.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328507 0.507734 0.138739 0.138277 0.0 0.0 0.0 0.0366297 0.0316119,-0.00945778 0.0953292 -0.93094 -0.967847 0.120253 -0.220932 -0.110514 0.585724 0.802942 0.225961 0.801542 -0.553602
45,1637934736630.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328502 0.507733 0.138741 0.138274 0.0 0.0 0.0 0.036593 0.0316119,-0.00945775 0.0953305 -0.93094 -0.967847 0.120254 -0.22093 -0.110513 0.585721 0.802944 0.22596 0.801544 -0.553599
46,1637934736670.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328508 0.507733 0.138742 0.138274 0.0 0.0 0.0 0.0366297 0.0316119,-0.00945771 0.0953319 -0.93094 -0.967847 0.120255 -0.220928 -0.110512 0.585717 0.802947 0.225959 0.801547 -0.553596
47,1637934736700.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138743 0.138267 0.0 0.0 0.0 0.0366297 0.0316119,-0.0094577 0.0953324 -0.930939 -0.967848 0.120255 -0.220927 -0.110511 0.585716 0.802948 0.225959 0.801547 -0.553594
48,1637934736730.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138744 0.138263 0.0 0.0 0.0 0.0365572 0.0316119,-0.0094577 0.0953328 -0.930939 -0.967848 0.120255 -0.220927 -0.110511 0.585715 0.802949 0.225958 0.801548 -0.553594
49,1637934736770.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328507 0.507733 0.138745 0.138277 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945772 0.095333 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585715 0.802949 0.225958 0.801548 -0.553593
50,1637934736810.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328507 0.507733 0.138745 0.13826 0.0 0.0 0.0 0.0366297 0.0316119,-0.0094577 0.095333 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585715 0.802949 0.225958 0.801548 -0.553593
51,1637934736830.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138745 0.138267 0.0 0.0 0.0 0.036593 0.0316119,-0.00945769 0.095333 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
52,1637934736870.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138746 0.138257 0.0 0.0 0.0 0.0365572 0.0316119,-0.0094577 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
53,1637934736910.0,2,0.515543 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138746 0.13825 0.0 0.0 0.0 0.0367198 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
54,1637934736930.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138746 0.138253 0.0 0.0 0.0 0.0367017 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
55,1637934736980.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138746 0.13826 0.0 0.0 0.0 0.036684 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
56,1637934737000.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138746 0.138246 0.0 0.0 0.0 0.0365748 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
57,1637934737040.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138747 0.138263 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
58,1637934737080.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138747 0.138263 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
59,1637934737100.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138747 0.13825 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
60,1637934737140.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138747 0.138232 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
61,1637934737180.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138747 0.13826 0.0 0.0 0.0 0.036684 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
62,1637934737200.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138747 0.138274 0.0 0.0 0.0 0.0366297 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
63,1637934737240.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138747 0.138263 0.0 0.0 0.0 0.0367017 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
64,1637934737280.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138748 0.138253 0.0 0.0 0.0 0.0367017 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
65,1637934737300.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138748 0.13826 0.0 0.0 0.0 0.0365748 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
66,1637934737330.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138748 0.13827 0.0 0.0 0.0 0.036684 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
67,1637934737380.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138748 0.13827 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
68,1637934737400.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138748 0.138263 0.0 0.0 0.0 0.0366654 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
69,1637934737430.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138748 0.13826 0.0 0.0 0.0 0.0366654 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
70,1637934737470.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138748 0.138263 0.0 0.0 0.0 0.0366297 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
71,1637934737510.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138748 0.138267 0.0 0.0 0.0 0.036684 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
72,1637934737530.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138748 0.13827 0.0 0.0 0.0 0.036684 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
73,1637934737570.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328514 0.507733 0.138748 0.138246 0.0 0.0 0.0 0.0366111 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
74,1637934737610.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138748 0.138277 0.0 0.0 0.0 0.036684 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
75,1637934737630.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138748 0.13827 0.0 0.0 0.0 0.0367017 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
76,1637934737670.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138748 0.13826 0.0 0.0 0.0 0.0366654 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
77,1637934737710.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328514 0.507733 0.138748 0.138263 0.0 0.0 0.0 0.0367017 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
78,1637934737740.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328514 0.507733 0.138749 0.138263 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
79,1637934737780.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138749 0.138277 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
80,1637934737800.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328511 0.507733 0.138749 0.13826 0.0 0.0 0.0 0.0367379 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
81,1637934737840.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328516 0.507733 0.138749 0.138263 0.0 0.0 0.0 0.0366654 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
82,1637934737880.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328516 0.507733 0.138749 0.138274 0.0 0.0 0.0 0.036684 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
83,1637934737900.0,2,0.515479 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.328513 0.507733 0.138749 0.138267 0.0 0.0 0.0 0.0366654 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
84,1637934737940.0,2,0.515415 -0.0506206 0.0316276 -0.36284 0.0 0.0,0.785722 -0.32851 0.507733 0.138749 0.138267 0.0 0.0 0.0 0.0366473 0.0316119,-0.00945769 0.0953331 -0.930939 -0.967848 0.120255 -0.220926 -0.110511 0.585714 0.802949 0.225958 0.801548 -0.553593
