,TimeStamp,USM,SUJvalues,JointValues,EndoscopePosition
24,1637934735930.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30745 0.0523722 0.159803 0.705385 -0.301038 -0.531629 -1.30867 0.759349 0.0571457,-0.00408321 0.0365751 0.0852103 -0.559242 0.265693 -0.785271 -0.243304 -0.958139 -0.15091 -0.792494 0.106665 0.600477
25,1637934735970.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30583 0.0484079 0.159196 0.708097 -0.307417 -0.547996 -1.30891 0.759404 0.0571457,-0.00369883 0.0358113 0.0847044 -0.552348 0.269939 -0.788695 -0.23947 -0.957622 -0.160048 -0.798475 0.100467 0.593584
26,1637934736010.0,1,0.023838 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.30457 0.0458864 0.158758 0.708895 -0.312399 -0.557721 -1.30331 0.759241 0.0571457,-0.00385144 0.0362132 0.0849424 -0.552834 0.268858 -0.788723 -0.24052 -0.957719 -0.15788 -0.797822 0.102423 0.594127
27,1637934736030.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.304 0.0449547 0.158596 0.70911 -0.312807 -0.559157 -1.30392 0.75944 0.0571457,-0.00378685 0.0360271 0.0848425 -0.551244 0.269796 -0.789515 -0.239437 -0.957627 -0.160068 -0.799247 0.100803 0.592487
28,1637934736070.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30353 0.0439634 0.158438 0.709339 -0.314108 -0.561996 -1.30792 0.759314 0.0571457,-0.00371391 0.0358175 0.0847295 -0.54945 0.270854 -0.790403 -0.238206 -0.957519 -0.162533 -0.800848 0.0989756 0.590629
29,1637934736110.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30352 0.0437157 0.158368 0.709421 -0.314416 -0.563194 -1.30753 0.759314 0.0571457,-0.00368192 0.0357256 0.08468 -0.548663 0.271317 -0.79079 -0.237663 -0.95747 -0.163611 -0.801548 0.0981745 0.589813
30,1637934736140.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.3035 0.0437001 0.158345 0.709494 -0.314936 -0.56406 -1.30572 0.759314 0.0571457,-0.00366791 0.0356855 0.0846582 -0.548319 0.27152 -0.790959 -0.237424 -0.957448 -0.164083 -0.801854 0.0978238 0.589455
31,1637934736160.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30349 0.0437001 0.158337 0.709513 -0.315046 -0.564221 -1.30548 0.759349 0.0571457,-0.0036643 0.0356749 0.0846525 -0.548229 0.271573 -0.791004 -0.237362 -0.957443 -0.164207 -0.801935 0.0977314 0.58936
32,1637934736200.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.3035 0.0437032 0.158328 0.709524 -0.315124 -0.56431 -1.30541 0.759295 0.0571457,-0.00366025 0.0356633 0.0846463 -0.548129 0.271632 -0.791053 -0.237293 -0.957437 -0.164343 -0.802024 0.0976301 0.589257
33,1637934736240.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.30349 0.0437032 0.15832 0.709543 -0.315166 -0.564325 -1.30544 0.759386 0.0571457,-0.00365852 0.0356582 0.0846436 -0.548086 0.271657 -0.791074 -0.237262 -0.957434 -0.164403 -0.802062 0.0975856 0.589212
34,1637934736280.0,1,0.023838 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30349 0.0437049 0.158319 0.709543 -0.315172 -0.564364 -1.3055 0.759386 0.0571457,-0.00365772 0.0356559 0.0846424 -0.548066 0.271669 -0.791083 -0.237249 -0.957433 -0.164429 -0.802079 0.0975662 0.589192
35,1637934736300.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30349 0.0437049 0.158319 0.709543 -0.315193 -0.564362 -1.30547 0.759295 0.0571457,-0.00365747 0.0356553 0.084642 -0.548062 0.271672 -0.791086 -0.237246 -0.957432 -0.164436 -0.802084 0.0975612 0.589186
36,1637934736340.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30349 0.0437063 0.158317 0.709538 -0.315207 -0.564373 -1.30549 0.759314 0.0571457,0.00389566 0.0148808 0.0679027 -0.581257 0.231944 -0.779959 -0.166037 -0.972157 -0.165364 -0.796597 0.0333837 0.603586
37,1637934736380.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30349 0.0437078 0.158315 0.709558 -0.315227 -0.564358 -1.30549 0.759331 0.0571457,0.00387815 0.0148946 0.0678913 -0.581517 0.233598 -0.779272 -0.166287 -0.971796 -0.167223 -0.796356 0.0323396 0.603962
38,1637934736400.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30357 0.0437329 0.158316 0.709883 -0.315546 -0.564126 -1.30554 0.759314 0.0571457,0.00381709 0.0149622 0.0678905 -0.581244 0.237415 -0.778322 -0.166362 -0.970959 -0.171941 -0.79654 0.0295443 0.603862
39,1637934736440.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.30445 0.0440227 0.158381 0.713768 -0.32062 -0.563939 -1.30694 0.759331 0.0571457,0.00356431 0.015283 0.0679386 -0.578457 0.245904 -0.777761 -0.170738 -0.968859 -0.179339 -0.797641 0.0290541 0.60243
40,1637934736480.0,1,0.0239019 -0.00451086 0.0571615 -0.316724 0.0 0.0,0.7856 -1.30665 0.044964 0.158601 0.721632 -0.327379 -0.568955 -1.31234 0.759404 0.0571457,0.00311664 0.0158292 0.0680383 -0.572245 0.253499 -0.779916 -0.175776 -0.966837 -0.185284 -0.801021 0.0310632 0.597828
41,1637934736500.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.3082 0.0456933 0.158752 0.725964 -0.329132 -0.570981 -1.31468 0.759404 0.0571457,0.00289752 0.0161463 0.0680806 -0.568568 0.254956 -0.782127 -0.17595 -0.966449 -0.187135 -0.803596 0.031217 0.594353
42,1637934736540.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.3116 0.0475507 0.159041 0.730909 -0.334532 -0.579202 -1.29836 0.759331 0.0571457,0.00260979 0.0166501 0.0680427 -0.561617 0.257562 -0.786285 -0.175507 -0.965774 -0.190999 -0.808567 0.0307303 0.587601
43,1637934736570.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31456 0.0492727 0.159205 0.733479 -0.339576 -0.586689 -1.2857 0.759314 0.0571457,0.00247898 0.0168402 0.0678194 -0.559028 0.260127 -0.787284 -0.175729 -0.965113 -0.194105 -0.81031 0.0298388 0.585239
44,1637934736610.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.31675 0.0504836 0.159188 0.735638 -0.344263 -0.590688 -1.30101 0.759349 0.0571457,0.00250782 0.0168378 0.0674725 -0.557053 0.260848 -0.788445 -0.172105 -0.965042 -0.197678 -0.812445 0.0255786 0.582474
45,1637934736630.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.3176 0.0509012 0.159112 0.735924 -0.345749 -0.590853 -1.30184 0.75944 0.0571457,0.00255891 0.0168036 0.0672713 -0.556862 0.259199 -0.789123 -0.168671 -0.965556 -0.198127 -0.813296 0.0227736 0.581402
46,1637934736670.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.31878 0.0513562 0.15885 0.732861 -0.351323 -0.593475 -1.30359 0.759277 0.0571457,0.00271328 0.0167011 0.0668907 -0.55337 0.256959 -0.792306 -0.163129 -0.966239 -0.199436 -0.816803 0.0188862 0.576606
47,1637934736700.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31901 0.0515431 0.158674 0.730661 -0.35258 -0.594254 -1.30624 0.759277 0.0571457,0.00285091 0.0166289 0.0666979 -0.551622 0.257196 -0.793447 -0.161448 -0.966206 -0.200955 -0.818317 0.0172494 0.574506
48,1637934736730.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.31914 0.0518875 0.1583 0.728041 -0.356292 -0.598217 -1.30345 0.759277 0.0571457,0.00306681 0.0164841 0.0663827 -0.550823 0.256253 -0.794307 -0.155002 -0.966552 -0.204335 -0.820101 0.010567 0.57212
49,1637934736770.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.31913 0.0520809 0.157963 0.725334 -0.361482 -0.601594 -1.29409 0.759295 0.0571457,0.00319628 0.016395 0.0662178 -0.551647 0.257141 -0.793447 -0.15335 -0.966343 -0.206558 -0.819857 0.00772887 0.572515
50,1637934736810.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31909 0.0522429 0.157758 0.7248 -0.365218 -0.601884 -1.29959 0.759314 0.0571457,0.00324561 0.0163891 0.0662114 -0.553745 0.25744 -0.791888 -0.152353 -0.966278 -0.207599 -0.818627 0.00569034 0.574295
51,1637934736830.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31902 0.0523223 0.157706 0.724749 -0.3668 -0.602022 -1.30249 0.759259 0.0571457,0.00325279 0.0163849 0.0662292 -0.554304 0.257199 -0.791575 -0.152186 -0.966343 -0.207417 -0.81828 0.00549534 0.574792
52,1637934736870.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31893 0.0524143 0.157673 0.724318 -0.367745 -0.601206 -1.30246 0.759331 0.0571457,0.00321856 0.0164008 0.0662762 -0.554429 0.25705 -0.791536 -0.152286 -0.966382 -0.207164 -0.818177 0.00568289 0.574936
53,1637934736910.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31894 0.0524267 0.15768 0.72398 -0.367937 -0.600981 -1.30242 0.759295 0.0571457,0.00311465 0.0164321 0.0663173 -0.554892 0.256428 -0.791413 -0.151904 -0.966548 -0.206669 -0.817934 0.00554049 0.575284
54,1637934736930.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.31899 0.0524253 0.157694 0.723675 -0.36807 -0.600783 -1.30243 0.759259 0.0571457,0.00303417 0.0164491 0.0663394 -0.555166 0.256036 -0.791348 -0.151671 -0.966652 -0.206353 -0.817791 0.00546494 0.575487
55,1637934736980.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31957 0.05238 0.157813 0.722212 -0.368614 -0.599457 -1.30339 0.759404 0.0571457,0.00281267 0.0165029 0.0664125 -0.555552 0.255117 -0.791373 -0.151036 -0.966897 -0.205674 -0.817647 0.00526303 0.575695
56,1637934737000.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.3199 0.0523535 0.157858 0.72176 -0.368786 -0.598932 -1.30365 0.759331 0.0571457,0.00274742 0.0165193 0.0664308 -0.555733 0.254842 -0.791335 -0.150872 -0.966969 -0.205452 -0.817554 0.00521341 0.575827
57,1637934737040.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32056 0.0522896 0.15795 0.7209 -0.368968 -0.597837 -1.30452 0.759386 0.0571457,0.00263927 0.0165676 0.0664604 -0.556099 0.25436 -0.791233 -0.150459 -0.967098 -0.205152 -0.817381 0.00496325 0.576075
58,1637934737080.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32104 0.0522149 0.158021 0.720192 -0.369378 -0.596853 -1.30448 0.759314 0.0571457,0.00257848 0.0165716 0.0664799 -0.556035 0.254367 -0.791276 -0.15027 -0.967097 -0.205292 -0.81746 0.0047558 0.575965
59,1637934737100.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32121 0.0521681 0.15805 0.720018 -0.369495 -0.596501 -1.30456 0.759314 0.0571457,0.00255004 0.0165653 0.066489 -0.555358 0.254922 -0.791572 -0.150047 -0.966952 -0.206133 -0.81796 0.00429541 0.575257
60,1637934737140.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32156 0.0520792 0.158097 0.7201 -0.369707 -0.5962 -1.3047 0.759331 0.0571457,0.00249353 0.0165761 0.0665021 -0.55492 0.255233 -0.79178 -0.149738 -0.966872 -0.206732 -0.818314 0.00384054 0.574756
61,1637934737180.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32177 0.0518907 0.158137 0.720228 -0.369954 -0.596006 -1.3047 0.759295 0.0571457,0.00242931 0.0165168 0.0665253 -0.55446 0.256001 -0.791854 -0.14983 -0.966671 -0.207607 -0.818609 0.00353402 0.574339
62,1637934737200.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32185 0.0516757 0.158157 0.720325 -0.370039 -0.595953 -1.30472 0.759277 0.0571457,0.00238027 0.0164447 0.0665396 -0.554225 0.257454 -0.791547 -0.149958 -0.966287 -0.209294 -0.818745 0.00270271 0.57415
63,1637934737240.0,1,0.023838 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32195 0.0509292 0.15818 0.721722 -0.370731 -0.59543 -1.30479 0.759295 0.0571457,0.002311 0.0162594 0.0665414 -0.556441 0.262316 -0.78839 -0.150474 -0.964982 -0.21487 -0.817146 -0.000929177 0.576429
64,1637934737280.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32199 0.0502093 0.158192 0.724575 -0.374305 -0.592609 -1.30483 0.759277 0.0571457,0.00230249 0.0161568 0.0665531 -0.55979 0.265997 -0.784778 -0.15025 -0.963961 -0.219557 -0.814897 -0.00499204 0.579583
65,1637934737300.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32199 0.0499225 0.158193 0.725933 -0.376647 -0.590805 -1.30476 0.759314 0.0571457,0.00231293 0.0161236 0.0665536 -0.560712 0.267334 -0.783665 -0.150275 -0.963584 -0.22119 -0.814258 -0.00625771 0.580468
66,1637934737330.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32198 0.0494301 0.158191 0.727755 -0.379678 -0.588656 -1.30459 0.759204 0.0571457,0.00235009 0.0160552 0.0665354 -0.560794 0.268045 -0.783362 -0.150631 -0.963385 -0.221812 -0.814135 -0.00639129 0.580638
67,1637934737380.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32195 0.0491028 0.158183 0.728718 -0.380537 -0.588494 -1.30439 0.759241 0.0571457,0.00236795 0.0160406 0.0665356 -0.561281 0.267977 -0.783037 -0.150522 -0.963403 -0.22181 -0.813819 -0.00663298 0.581078
68,1637934737400.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32192 0.0490342 0.158183 0.728809 -0.380622 -0.588562 -1.30444 0.759295 0.0571457,0.00236646 0.0160481 0.0665517 -0.56141 0.267792 -0.783007 -0.150363 -0.963453 -0.221698 -0.81376 -0.00672773 0.58116
69,1637934737430.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32185 0.0489734 0.158183 0.728672 -0.380856 -0.588491 -1.30447 0.759314 0.0571457,0.00235904 0.0160485 0.0665638 -0.561477 0.267777 -0.782965 -0.150318 -0.963457 -0.221712 -0.813722 -0.00679213 0.581212
70,1637934737470.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.32183 0.0489486 0.158183 0.728558 -0.380965 -0.588455 -1.3045 0.759241 0.0571457,0.00235433 0.0160471 0.0665601 -0.561522 0.267826 -0.782915 -0.150307 -0.963443 -0.22178 -0.813693 -0.00685602 0.581253
71,1637934737510.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32182 0.0489346 0.158189 0.728512 -0.381092 -0.588394 -1.30449 0.759314 0.0571457,0.00232162 0.0160618 0.0665858 -0.561708 0.267637 -0.782847 -0.150163 -0.963495 -0.221653 -0.813591 -0.00694895 0.581393
72,1637934737530.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32182 0.0489299 0.158196 0.728443 -0.38115 -0.58835 -1.30451 0.759223 0.0571457,0.00231102 0.0160701 0.0666076 -0.561806 0.267501 -0.782823 -0.150074 -0.963532 -0.221551 -0.81354 -0.00698677 0.581464
73,1637934737570.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32182 0.0489267 0.158249 0.728167 -0.381273 -0.588259 -1.3045 0.759277 0.0571457,0.00227577 0.0161081 0.0667056 -0.561781 0.266897 -0.783047 -0.149626 -0.963699 -0.221126 -0.81364 -0.0070596 0.581324
74,1637934737610.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32182 0.0489423 0.158357 0.727522 -0.381273 -0.588258 -1.3045 0.759241 0.0571457,0.0022588 0.0162023 0.0668595 -0.561272 0.264781 -0.78413 -0.148812 -0.964289 -0.2191 -0.814141 -0.00628671 0.580632
75,1637934737630.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32178 0.048972 0.158418 0.726912 -0.381143 -0.588354 -1.30448 0.759241 0.0571457,0.00229602 0.0162604 0.0669492 -0.560144 0.262607 -0.785666 -0.148407 -0.964891 -0.216708 -0.814991 -0.00478908 0.579452
76,1637934737670.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.32119 0.0491356 0.158552 0.724279 -0.378692 -0.59039 -1.30453 0.759259 0.0571457,0.00241796 0.0163239 0.0671807 -0.556416 0.254263 -0.791041 -0.145526 -0.967135 -0.208503 -0.818058 -0.000896871 0.575132
77,1637934737710.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31981 0.0495688 0.15868 0.716703 -0.373412 -0.594672 -1.30341 0.759277 0.0571457,0.00265962 0.016323 0.0674224 -0.554827 0.237857 -0.797236 -0.131253 -0.971286 -0.198443 -0.821545 -0.00546169 0.570117
78,1637934737740.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.3177 0.0502747 0.158789 0.699398 -0.372217 -0.600753 -1.14551 0.759331 0.0571457,0.00297615 0.0162932 0.0676681 -0.547452 0.220114 -0.807366 -0.117285 -0.975447 -0.186412 -0.828574 -0.00735974 0.559828
79,1637934737780.0,1,0.0239019 -0.00451086 0.0571615 -0.316916 0.0 0.0,0.7856 -1.31433 0.0512394 0.158753 0.683868 -0.364787 -0.611493 -0.891932 0.759512 0.0571457,0.00384693 0.016382 0.0677361 -0.528728 0.207765 -0.822967 -0.120527 -0.978133 -0.169505 -0.840188 0.00956765 0.542209
80,1637934737800.0,1,0.0239019 -0.00451086 0.0571615 -0.31682 0.0 0.0,0.7856 -1.31236 0.0521961 0.158679 0.680353 -0.355364 -0.622433 -0.748613 0.759531 0.0571457,0.00433071 0.0165802 0.0677125 -0.518686 0.204565 -0.830128 -0.130319 -0.978526 -0.159709 -0.844972 0.0253432 0.534208
