,TimeStamp,USM,SUJvalues,JointValues,EndoscopePosition
0,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.551865 -0.22123 0.128175 0.671265 0.43581 -0.0419232 -0.91346 0.764012 0.0241563,-0.01389 0.00926836 0.0753077 -0.422081 0.902851 0.0818808 -0.862351 -0.427718 0.270939 0.279642 0.0437465 0.959106
1,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.551865 -0.22123 0.128175 0.671265 0.43581 -0.0419232 -0.91346 0.764012 0.0241563,-0.01389 0.00926836 0.0753077 -0.422081 0.902851 0.0818808 -0.862351 -0.427718 0.270939 0.279642 0.0437465 0.959106
2,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.551865 -0.22123 0.128175 0.671265 0.43581 -0.0419232 -0.91346 0.764012 0.0241563,-0.01389 0.00926836 0.0753077 -0.422081 0.902851 0.0818808 -0.862351 -0.427718 0.270939 0.279642 0.0437465 0.959106
3,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.551865 -0.22123 0.128175 0.671265 0.43581 -0.0419232 -0.91346 0.764012 0.0241563,-0.01389 0.00926836 0.0753077 -0.422081 0.902851 0.0818808 -0.862351 -0.427718 0.270939 0.279642 0.0437465 0.959106
4,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.551865 -0.22123 0.128175 0.671265 0.43581 -0.0419232 -0.91346 0.764012 0.0241563,-0.01389 0.00926836 0.0753077 -0.422081 0.902851 0.0818808 -0.862351 -0.427718 0.270939 0.279642 0.0437465 0.959106
5,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.554726 -0.21931 0.127877 0.678455 0.434146 -0.0163186 -0.768177 0.764066 0.0241563,-0.0138272 0.00970917 0.075051 -0.416971 0.904165 0.0928239 -0.853169 -0.424566 0.303062 0.31343 0.0471719 0.948438
6,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.554726 -0.21931 0.127877 0.678455 0.434146 -0.0163186 -0.768177 0.764066 0.0241563,-0.0138272 0.00970917 0.075051 -0.416971 0.904165 0.0928239 -0.853169 -0.424566 0.303062 0.31343 0.0471719 0.948438
7,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.554726 -0.21931 0.127877 0.678455 0.434146 -0.0163186 -0.768177 0.764066 0.0241563,-0.0138272 0.00970917 0.075051 -0.416971 0.904165 0.0928239 -0.853169 -0.424566 0.303062 0.31343 0.0471719 0.948438
8,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.58811 -0.20311 0.124412 0.632895 0.500514 0.333596 0.0984361 0.763759 0.0241563,-0.0135518 0.013507 0.0696416 -0.411982 0.889056 0.199615 -0.641968 -0.438674 0.628843 0.646645 0.130924 0.751471
9,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.58811 -0.20311 0.124412 0.632895 0.500514 0.333596 0.0984361 0.763759 0.0241563,-0.0135518 0.013507 0.0696416 -0.411982 0.889056 0.199615 -0.641968 -0.438674 0.628843 0.646645 0.130924 0.751471
10,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.58811 -0.20311 0.124412 0.632895 0.500514 0.333596 0.0984361 0.763759 0.0241563,-0.0135518 0.013507 0.0696416 -0.411982 0.889056 0.199615 -0.641968 -0.438674 0.628843 0.646645 0.130924 0.751471
11,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.5971 -0.197604 0.12344 0.621176 0.517425 0.366682 0.190244 0.763831 0.0241563,-0.0134421 0.0145443 0.0683674 -0.409918 0.886 0.216719 -0.601793 -0.441256 0.665687 0.68543 0.142456 0.714067
12,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.601764 -0.194902 0.122991 0.615457 0.523072 0.383346 0.222035 0.763795 0.0241563,-0.0133143 0.0149986 0.0678335 -0.409426 0.883861 0.226178 -0.581441 -0.443825 0.681869 0.703063 0.147664 0.695626
13,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.61079 -0.189719 0.122255 0.603635 0.532679 0.420481 0.266152 0.763921 0.0241563,-0.012884 0.015886 0.0670795 -0.397085 0.884707 0.244159 -0.560443 -0.444413 0.698858 0.726794 0.140668 0.672297
14,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.615108 -0.186786 0.122008 0.600758 0.532385 0.43372 0.278792 0.763831 0.0241563,-0.0126008 0.0163921 0.0668727 -0.394555 0.882105 0.257317 -0.556331 -0.452202 0.697143 0.731316 0.131906 0.669161
15,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.622887 -0.180098 0.121755 0.590766 0.517542 0.443274 0.284826 0.763795 0.0241563,-0.0120713 0.0173802 0.0668346 -0.388471 0.875512 0.287341 -0.558422 -0.471729 0.682376 0.732978 0.104624 0.672157
16,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788388 0.628545 -0.172543 0.121846 0.580829 0.480152 0.432674 0.278369 0.763704 0.0241563,-0.0116071 0.0182003 0.0672473 -0.376304 0.872558 0.311504 -0.570549 -0.483146 0.664112 0.72998 0.0721781 0.679646
17,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788388 0.630429 -0.168836 0.122003 0.57918 0.459542 0.425499 0.27227 0.763813 0.0241563,-0.0113859 0.0185758 0.067555 -0.377441 0.870115 0.316913 -0.577873 -0.488729 0.653611 0.723603 0.0635626 0.687282
18,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.63305 -0.161925 0.122516 0.573013 0.428839 0.403687 0.263007 0.764012 0.0241563,-0.0109442 0.0194029 0.0682084 -0.391304 0.861699 0.323035 -0.594294 -0.504634 0.626227 0.702636 0.0530661 0.709567
19,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.635433 -0.154951 0.123224 0.559388 0.405936 0.365458 0.255217 0.764048 0.0241563,-0.0103901 0.0203129 0.0687699 -0.407575 0.853252 0.325329 -0.612912 -0.519704 0.595185 0.676921 0.0431834 0.734787
20,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.636765 -0.15154 0.123597 0.551842 0.394818 0.341754 0.254095 0.763867 0.0241563,-0.0101288 0.0207484 0.069004 -0.418023 0.848274 0.325092 -0.619637 -0.527938 0.580803 0.664311 0.0413483 0.746311
21,1.63793E+12,3,0.455174 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.639762 -0.145465 0.124336 0.532119 0.378739 0.294962 0.252292 0.764121 0.0241563,-0.0095192 0.0216047 0.0693296 -0.451266 0.832355 0.321776 -0.623386 -0.552043 0.55375 0.638554 0.0492968 0.767996
22,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.643751 -0.140766 0.124968 0.505095 0.368634 0.247306 0.241875 0.764229 0.0241563,-0.00886676 0.0221201 0.0693642 -0.459513 0.827617 0.322325 -0.631371 -0.559627 0.536831 0.624675 0.0431731 0.779689
23,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.648204 -0.138548 0.12538 0.494796 0.360132 0.221244 0.209978 0.764121 0.0241563,-0.00828137 0.0220852 0.0691885 -0.455113 0.825968 0.332633 -0.634622 -0.562921 0.529505 0.624603 0.0298874 0.78037
24,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788388 0.650555 -0.138603 0.125494 0.494611 0.355024 0.216755 0.191256 0.764139 0.0241563,-0.00795043 0.021875 0.0689829 -0.453325 0.825211 0.336927 -0.635178 -0.564265 0.527403 0.625337 0.0250744 0.779951
25,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.655275 -0.141334 0.125473 0.498203 0.348392 0.215178 0.154941 0.764211 0.0241563,-0.00747232 0.0212345 0.0684274 -0.442108 0.82892 0.342677 -0.641 -0.559218 0.525732 0.627424 0.0127734 0.778573
26,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.658286 -0.14444 0.125423 0.506477 0.34745 0.219268 0.156087 0.764247 0.0241563,-0.00747232 0.0212345 0.0684274 -0.442108 0.82892 0.342677 -0.641 -0.559218 0.525732 0.627424 0.0127734 0.778573
27,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788388 0.659246 -0.145313 0.125397 0.507962 0.347412 0.220047 0.155912 0.764175 0.0241563,-0.00765983 0.0213734 0.0685836 -0.442884 0.829366 0.34059 -0.640938 -0.558504 0.526568 0.626941 0.0149103 0.778924
28,1.63793E+12,3,0.455046 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.66053 -0.147021 0.125355 0.509703 0.34743 0.221265 0.155716 0.764175 0.0241563,-0.00751156 0.0212707 0.0684674 -0.441211 0.829648 0.342072 -0.6415 -0.558139 0.526269 0.627544 0.0127555 0.778476
29,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.661141 -0.147692 0.12534 0.510462 0.347525 0.221717 0.155814 0.764157 0.0241563,-0.0074449 0.0212243 0.068415 -0.440457 0.829773 0.342739 -0.641754 -0.557974 0.526134 0.627814 0.0117839 0.778273
30,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.661301 -0.147724 0.125333 0.510801 0.347649 0.221932 0.155826 0.764175 0.0241563,-0.0074157 0.0212041 0.0683918 -0.440127 0.829827 0.343032 -0.641865 -0.557902 0.526076 0.627933 0.0113585 0.778184
31,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.661297 -0.147724 0.125332 0.51089 0.347672 0.222015 0.155834 0.764157 0.0241563,-0.00740799 0.0211988 0.0683858 -0.44004 0.829842 0.343109 -0.641894 -0.557883 0.52606 0.627964 0.0112466 0.77816
32,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.661301 -0.147724 0.125328 0.510996 0.347707 0.222098 0.155839 0.764175 0.0241563,-0.00739953 0.0211929 0.0683791 -0.439945 0.829857 0.343193 -0.641926 -0.557862 0.526043 0.627998 0.0111236 0.778134
33,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.661305 -0.147722 0.125328 0.511027 0.347748 0.222159 0.155847 0.764139 0.0241563,-0.00739587 0.0211904 0.0683762 -0.439903 0.829864 0.34323 -0.64194 -0.557853 0.526035 0.628013 0.0110697 0.778123
34,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.661305 -0.147722 0.125327 0.511037 0.347782 0.222163 0.155847 0.764175 0.0241563,-0.00739421 0.0211892 0.068375 -0.439884 0.829867 0.343246 -0.641946 -0.557849 0.526032 0.628019 0.0110463 0.778118
35,1.63793E+12,3,0.455174 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.661306 -0.147722 0.125327 0.511051 0.347782 0.222165 0.155859 0.764229 0.0241563,-0.00739381 0.021189 0.0683747 -0.43988 0.829868 0.343251 -0.641948 -0.557848 0.526031 0.628021 0.0110399 0.778117
36,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.661309 -0.147722 0.125327 0.511051 0.347792 0.222163 0.155863 0.764139 0.0241563,-0.00177733 0.00222041 0.0518855 -0.450795 0.806153 0.383272 -0.659261 -0.590166 0.465918 0.601798 -0.0426445 0.797507
37,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.661309 -0.147722 0.125327 0.511051 0.347785 0.222175 0.155924 0.764175 0.0241563,-0.0016473 0.00133759 0.0511994 -0.450099 0.80619 0.384011 -0.661088 -0.589926 0.463627 0.600312 -0.0451891 0.798487
38,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.661315 -0.147728 0.125325 0.511051 0.347882 0.222543 0.165399 0.764175 0.0241563,-0.00163451 0.00130093 0.0511697 -0.450081 0.806412 0.383567 -0.661066 -0.589659 0.463999 0.60035 -0.0447273 0.798485
39,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.661767 -0.148453 0.125264 0.512836 0.348484 0.223679 0.190603 0.764139 0.0241563,-0.00149467 0.000999426 0.0509294 -0.436581 0.812947 0.385369 -0.668418 -0.579807 0.465878 0.602176 -0.0541953 0.79652
40,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.663471 -0.150971 0.125124 0.529211 0.347816 0.231663 0.215472 0.764066 0.0241563,-0.00113287 0.000583434 0.0505418 -0.408025 0.825414 0.390132 -0.690481 -0.558561 0.459616 0.597288 -0.0818456 0.797839
41,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.6649 -0.152542 0.125061 0.544676 0.34469 0.236402 0.229271 0.764084 0.0241563,-0.000844468 0.000408502 0.0503604 -0.393788 0.831078 0.392729 -0.703524 -0.547476 0.453127 0.591596 -0.0978601 0.800272
42,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788386 0.668569 -0.15551 0.124973 0.58036 0.330963 0.239182 0.250971 0.763976 0.0241563,-0.000272236 0.000166626 0.0500679 -0.369917 0.837877 0.401398 -0.724295 -0.530665 0.440219 0.581859 -0.127888 0.803171
43,1.63793E+12,3,0.455174 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.672004 -0.157335 0.124903 0.613651 0.313087 0.240864 0.266405 0.764012 0.0241563,-2.13885e-05 9.79935e-05 0.0499417 -0.318373 0.852851 0.41386 -0.757485 -0.491366 0.429855 0.569961 -0.176641 0.802459
44,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788388 0.673486 -0.157248 0.124874 0.667868 0.284071 0.25098 0.276321 0.763903 0.0241563,-2.03813e-05 0.000165169 0.0500723 -0.278087 0.859295 0.429273 -0.781181 -0.462369 0.419491 0.558951 -0.218687 0.799842
45,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788388 0.673562 -0.156606 0.124894 0.692921 0.267543 0.256005 0.280755 0.763958 0.0241563,5.13485e-06 0.000287544 0.0502235 -0.272387 0.8562 0.439002 -0.786036 -0.461151 0.41169 0.554937 -0.232934 0.798615
46,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.67293 -0.153745 0.12505 0.715364 0.234899 0.256852 0.289357 0.764084 0.0241563,7.05384e-05 0.000549708 0.0506954 -0.267057 0.848817 0.456273 -0.794723 -0.461784 0.393918 0.545066 -0.257414 0.797896
47,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788386 0.672158 -0.1518 0.125188 0.718878 0.219703 0.253361 0.291523 0.764048 0.0241563,6.4597e-05 0.000700469 0.0509989 -0.267715 0.845056 0.462823 -0.798918 -0.463205 0.383629 0.538572 -0.267056 0.799137
48,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.669593 -0.147365 0.125531 0.720376 0.192438 0.23974 0.295312 0.764012 0.0241563,-0.000197527 0.00117599 0.0515916 -0.297998 0.835603 0.461478 -0.795956 -0.48438 0.363087 0.526929 -0.259119 0.809446
49,1.63793E+12,3,0.455046 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.666212 -0.142411 0.12582 0.700293 0.185065 0.214447 0.30008 0.763994 0.0241563,-0.000772001 0.00171071 0.0519401 -0.318036 0.839303 0.44093 -0.796661 -0.488718 0.355648 0.51399 -0.238165 0.824069
50,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.662799 -0.137152 0.125883 0.689402 0.195605 0.192825 0.303148 0.764012 0.0241563,-0.00156225 0.00212025 0.0520354 -0.306667 0.85492 0.418406 -0.808521 -0.465936 0.359441 0.502246 -0.228063 0.834108
51,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.661184 -0.134501 0.125855 0.695217 0.203028 0.18774 0.304192 0.764157 0.0241563,-0.0019016 0.00232224 0.0520423 -0.290776 0.864367 0.410263 -0.818762 -0.446653 0.360735 0.495055 -0.231017 0.837586
52,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788386 0.658376 -0.129334 0.125724 0.72744 0.210112 0.185247 0.306292 0.764048 0.0241563,-0.00229821 0.00266448 0.0520331 -0.260662 0.880322 0.396339 -0.836929 -0.410692 0.361777 0.481255 -0.237408 0.843818
53,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.657292 -0.125623 0.125666 0.76569 0.213813 0.184911 0.307871 0.764139 0.0241563,-0.00216503 0.00290204 0.0520969 -0.25488 0.88518 0.389215 -0.845505 -0.399324 0.354488 0.469211 -0.238733 0.850203
54,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.657399 -0.124537 0.1257 0.775965 0.21583 0.18231 0.308136 0.76403 0.0241563,-0.0019194 0.0029895 0.0521843 -0.273017 0.880158 0.388303 -0.842277 -0.413716 0.345555 0.464792 -0.232718 0.854288
55,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.660701 -0.124034 0.126161 0.744984 0.222901 0.144276 0.3108 0.764139 0.0241563,-0.000688934 0.00307501 0.0525208 -0.336388 0.861216 0.380981 -0.834095 -0.460283 0.304016 0.437185 -0.215509 0.873169
56,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.662459 -0.124645 0.126422 0.726591 0.224733 0.124028 0.311591 0.764139 0.0241563,-0.000226572 0.00300408 0.0526609 -0.351036 0.856787 0.377736 -0.834494 -0.469245 0.288842 0.424729 -0.213827 0.879705
57,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.666134 -0.127696 0.127012 0.698206 0.227383 0.0836023 0.312509 0.764102 0.0241563,0.000635748 0.00271907 0.0530076 -0.391285 0.842334 0.370629 -0.826158 -0.498945 0.26176 0.405415 -0.203777 0.89113
58,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788388 0.669023 -0.131872 0.127665 0.66755 0.230122 0.0475308 0.313365 0.763994 0.0241563,0.00132054 0.00237124 0.0534396 -0.421853 0.830661 0.363373 -0.819685 -0.520705 0.238716 0.387503 -0.19715 0.90054
59,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788388 0.669921 -0.134052 0.127997 0.653659 0.231077 0.0319904 0.313986 0.764048 0.0241563,0.00159396 0.00221275 0.0536793 -0.437697 0.824155 0.359425 -0.815587 -0.532197 0.227123 0.378472 -0.193733 0.90511
60,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.670838 -0.137912 0.128665 0.628168 0.231598 0.00204659 0.314895 0.764121 0.0241563,0.00206503 0.0020079 0.0541935 -0.46755 0.81327 0.34639 -0.809206 -0.551497 0.202579 0.355787 -0.185587 0.915955
61,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.671371 -0.140695 0.129357 0.601466 0.232574 -0.0325855 0.315658 0.764012 0.0241563,0.00258077 0.00198949 0.0547866 -0.503124 0.798833 0.32974 -0.798738 -0.575511 0.175514 0.329978 -0.175072 0.927612
62,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.671465 -0.141559 0.129729 0.586247 0.23293 -0.052362 0.315813 0.763994 0.0241563,0.00276685 0.0020587 0.0551121 -0.510758 0.796331 0.324005 -0.799482 -0.578538 0.161624 0.316158 -0.176487 0.932145
63,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.671304 -0.141852 0.130443 0.570116 0.22965 -0.0877191 0.316314 0.763976 0.0241563,0.0028903 0.00235123 0.055808 -0.514718 0.797381 0.315033 -0.805998 -0.575302 0.139269 0.292292 -0.182233 0.938805
64,1.63793E+12,3,0.45511 0.0421889 0.0241405 -0.476976 0.0 0.0,0.788387 0.670073 -0.140177 0.131131 0.573752 0.222911 -0.111319 0.316812 0.764121 0.0241405,0.00283716 0.00275009 0.0565835 -0.510052 0.804831 0.303462 -0.816167 -0.56422 0.12461 0.271512 -0.18412 0.944658
65,1.63793E+12,3,0.455174 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.66913 -0.138715 0.131471 0.579984 0.221449 -0.119965 0.317363 0.764102 0.0241563,0.00280438 0.00295427 0.0569902 -0.509545 0.808491 0.294453 -0.819551 -0.56027 0.120139 0.262107 -0.180104 0.948082
66,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.666799 -0.135286 0.132169 0.590852 0.224082 -0.136177 0.317685 0.764102 0.0241563,0.00271039 0.00337146 0.0578148 -0.495033 0.822059 0.281349 -0.833014 -0.5411 0.115326 0.247045 -0.177279 0.952649
67,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.664496 -0.13168 0.13288 0.608968 0.231105 -0.143947 0.31795 0.764084 0.0241563,0.00268219 0.00377698 0.0586265 -0.486935 0.829936 0.272207 -0.839861 -0.530478 0.115012 0.239855 -0.172615 0.955339
68,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.663442 -0.129801 0.133239 0.616319 0.233782 -0.146086 0.318117 0.764121 0.0241563,0.00269108 0.00399643 0.0590317 -0.486688 0.830798 0.270008 -0.840351 -0.529686 0.115082 0.238632 -0.170894 0.955954
69,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.661262 -0.12582 0.133951 0.620625 0.235566 -0.148217 0.318705 0.764121 0.0241563,0.0027133 0.00446715 0.059763 -0.487671 0.829595 0.271928 -0.83954 -0.531077 0.11459 0.239481 -0.172413 0.955469
70,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.659324 -0.121816 0.134629 0.619719 0.231554 -0.148783 0.319259 0.764121 0.0241563,0.00279802 0.0048752 0.0603876 -0.490503 0.827174 0.2742 -0.837466 -0.534439 0.114133 0.240953 -0.173652 0.954874
71,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788387 0.657836 -0.118425 0.135245 0.615662 0.224277 -0.150807 0.319296 0.764139 0.0241563,0.00288646 0.00512774 0.0608461 -0.495275 0.823725 0.276 -0.834125 -0.539689 0.113895 0.242775 -0.17381 0.954384
72,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788387 0.657286 -0.117272 0.13548 0.612693 0.22137 -0.151639 0.311277 0.764139 0.0241563,0.00288594 0.0050972 0.0609609 -0.486972 0.828233 0.277279 -0.83913 -0.531731 0.114558 0.242321 -0.176889 0.953933
73,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788388 0.655827 -0.116736 0.135695 0.620122 0.218053 -0.149896 0.1946 0.763777 0.0241563,0.0025865 0.00448632 0.0608365 -0.472412 0.83606 0.278974 -0.847375 -0.517904 0.117177 0.242451 -0.181042 0.953121
74,1.63793E+12,3,0.455046 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788389 0.652935 -0.119021 0.135471 0.633754 0.221422 -0.138547 -0.105178 0.76403 0.0241563,0.00191167 0.00334814 0.0603558 -0.475315 0.834129 0.279822 -0.845299 -0.521167 0.117707 0.244019 -0.180587 0.952807
75,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788389 0.650778 -0.121227 0.135205 0.634893 0.22262 -0.133117 -0.260551 0.764175 0.0241563,0.00151114 0.00276437 0.0600617 -0.479043 0.830076 0.285461 -0.842629 -0.525979 0.11542 0.245956 -0.185249 0.951413
76,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788389 0.64506 -0.126759 0.134364 0.632379 0.218535 -0.123512 -0.567569 0.76403 0.0241563,0.000272673 0.00151238 0.0594409 -0.472312 0.831338 0.292907 -0.845467 -0.52125 0.116118 0.249214 -0.192802 0.949062
77,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788389 0.636793 -0.13155 0.133344 0.639234 0.212523 -0.107238 -0.870994 0.763813 0.0241563,-0.00130074 0.000416796 0.0591685 -0.461533 0.836504 0.295371 -0.85058 -0.51185 0.120509 0.251994 -0.19562 0.947749
78,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788389 0.625661 -0.136011 0.132328 0.649561 0.209849 -0.0887817 -1.17244 0.764211 0.0241563,-0.00296649 -0.00083693 0.0592077 -0.464831 0.838755 0.283582 -0.847993 -0.513854 0.129856 0.25464 -0.180116 0.950113
79,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.612423 -0.140917 0.131489 0.646677 0.215615 -0.076315 -1.26488 0.763831 0.0241563,-0.00442286 -0.00198143 0.0594476 -0.476884 0.835877 0.271824 -0.840557 -0.524111 0.137015 0.256995 -0.163145 0.952542
80,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.606001 -0.143098 0.131153 0.640766 0.221603 -0.069703 -1.23763 0.763921 0.0241563,-0.00501395 -0.00237788 0.0595745 -0.477412 0.837414 0.266105 -0.840016 -0.52382 0.141375 0.257783 -0.15604 0.953519
81,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.594903 -0.146237 0.130661 0.633248 0.230026 -0.061395 -1.21592 0.764012 0.0241563,-0.00587687 -0.00285543 0.0597905 -0.477911 0.84012 0.256505 -0.839383 -0.522847 0.148552 0.258917 -0.144313 0.955057
82,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.47688 0.0 0.0,0.788386 0.586643 -0.148197 0.130361 0.63178 0.240155 -0.0506058 -1.21526 0.764012 0.0241563,-0.00631496 -0.00312155 0.0598987 -0.477412 0.841796 0.251901 -0.839001 -0.521896 0.153955 0.261066 -0.137847 0.955427
83,1.63793E+12,3,0.45511 0.0421889 0.0241563 -0.476976 0.0 0.0,0.788386 0.583692 -0.149003 0.130265 0.631719 0.24336 -0.0469798 -1.22777 0.764084 0.0241563,-0.00639196 -0.00324796 0.0598997 -0.475363 0.843251 0.250905 -0.839747 -0.519945 0.156474 0.262406 -0.136317 0.95528
84,1.63793E+12,3,0.45511 0.0421889 0.0241405 -0.476976 0.0 0.0,0.788386 0.580038 -0.150407 0.130134 0.633261 0.2469 -0.0414834 -1.24302 0.764139 0.0241405,-0.0063985 -0.00336843 0.0598208 -0.468597 0.845884 0.254741 -0.843394 -0.514174 0.155922 0.262876 -0.141784 0.954354
